"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=plantae&cc=EUR,NOA&show=acconly"
"Access Time","Mon 2017-03-13 02:22:43 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","plantae"
"","cc","EUR,NOA"
"","timerule","major"
"","taxon_status","all"
"","show","acconly"
"Elapsed Time","1.63"
"Records Found","37803"
"Records Returned","37803"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"287083","occ","","","27378","Salvinia","genus","55250","Langhian","","15.97","13.82","6592"
"287084","occ","","","27378","Glyptostrobus europaeus","species","55252","Langhian","","15.97","13.82","6592"
"287087","occ","","","27378","Decodon","genus","198879","Langhian","","15.97","13.82","6592"
"287088","occ","","","27378","Paliurus favonii","species","341557","Langhian","","15.97","13.82","6592"
"287089","occ","","","27378","Nyssa","genus","54715","Langhian","","15.97","13.82","6592"
"287090","occ","","","27378","Taxodium","genus","55063","Langhian","","15.97","13.82","6592"
"287092","occ","","","27378","Alnus","genus","54588","Langhian","","15.97","13.82","6592"
"287093","occ","","","27378","Populus","genus","55955","Langhian","","15.97","13.82","6592"
"287102","occ","","","27378","Sparganium","genus","55259","Langhian","","15.97","13.82","6592"
"287103","occ","","","27378","Decodon","genus","198879","Langhian","","15.97","13.82","6592"
"287107","occ","","","27378","Pterocarya","genus","55292","Langhian","","15.97","13.82","6592"
"287110","occ","","","27378","Cercidiphyllum","genus","54608","Langhian","","15.97","13.82","6592"
"287111","occ","","","27378","Liquidambar","genus","54637","Langhian","","15.97","13.82","6592"
"287115","occ","","","27379","Azolla","genus","55880","Serravallian","","13.82","11.62","6592"
"287117","occ","","","27379","Fagus","genus","55969","Serravallian","","13.82","11.62","6592"
"287122","occ","","","27379","Taxodium","genus","55063","Serravallian","","13.82","11.62","6592"
"287123","occ","","","27379","Pterocarya","genus","55292","Serravallian","","13.82","11.62","6592"
"287124","occ","","","27379","Carpinus","genus","55066","Serravallian","","13.82","11.62","6592"
"287125","occ","","","27379","Fraxinus","genus","54727","Serravallian","","13.82","11.62","6592"
"287126","occ","","","27379","Ulmus","genus","55984","Serravallian","","13.82","11.62","6592"
"287127","occ","","","27379","Acer","genus","54688","Serravallian","","13.82","11.62","6592"
"287129","occ","","","27379","Castanopsis","genus","54591","Serravallian","","13.82","11.62","6592"
"287130","occ","","F","27379","Myrica","genus","55519","Serravallian","","13.82","11.62","6592"
"287132","occ","","","27379","Fagus","genus","55969","Serravallian","","13.82","11.62","6592"
"287133","occ","","","27379","Quercus","genus","54594","Serravallian","","13.82","11.62","6592"
"287134","occ","","","27379","Ulmus","genus","55984","Serravallian","","13.82","11.62","6592"
"287135","occ","","","27379","Acer","genus","54688","Serravallian","","13.82","11.62","6592"
"287136","occ","","","27379","Pterocarya","genus","55292","Serravallian","","13.82","11.62","6592"
"287137","occ","","","27379","Prunus","genus","157342","Serravallian","","13.82","11.62","6592"
"287138","occ","","","27379","Prunus","genus","157342","Serravallian","","13.82","11.62","6592"
"287141","occ","","","27379","Ulmus","genus","55984","Serravallian","","13.82","11.62","6592"
"287142","occ","","","27379","Sequoia","genus","55068","Serravallian","","13.82","11.62","6592"
"287143","occ","","","27379","Taxodium","genus","55063","Serravallian","","13.82","11.62","6592"
"287144","occ","","","27379","Ampelopsis","genus","55498","Serravallian","","13.82","11.62","6592"
"287145","occ","","","27379","Elaeodendron","genus","56039","Serravallian","","13.82","11.62","6592"
"287146","occ","","","27379","Juglans","genus","55942","Serravallian","","13.82","11.62","6592"
"287147","occ","","","27379","Rhus","genus","54685","Serravallian","","13.82","11.62","6592"
"287148","occ","","","27380","Castanopsis","genus","54591","Middle Miocene","Serravallian","15.97","11.62","6592"
"287150","occ","","","27380","Acer","genus","54688","Middle Miocene","Serravallian","15.97","11.62","6592"
"287151","occ","","","27380","Castanea","genus","55972","Middle Miocene","Serravallian","15.97","11.62","6592"
"287153","occ","","","27380","Taxodium","genus","55063","Middle Miocene","Serravallian","15.97","11.62","6592"
"287154","occ","","","27381","Taxodium","genus","55063","Serravallian","","13.82","11.62","6592"
"287155","occ","","F","27381","Myrica","genus","55519","Serravallian","","13.82","11.62","6592"
"287156","occ","","","27381","Pinus","genus","55062","Serravallian","","13.82","11.62","6592"
"287157","occ","","F","27381","Symplocos","genus","319964","Serravallian","","13.82","11.62","6592"
"287158","occ","","","27381","Carpinus","genus","55066","Serravallian","","13.82","11.62","6592"
"287159","occ","","","27381","Ostrya","genus","157332","Serravallian","","13.82","11.62","6592"
"287160","occ","","","27381","Sequoia","genus","55068","Serravallian","","13.82","11.62","6592"
"287161","occ","","","27381","Rubus","genus","264405","Serravallian","","13.82","11.62","6592"
"287162","occ","","","27381","Rubus","genus","264405","Serravallian","","13.82","11.62","6592"
"287163","occ","","","27381","Populus","genus","55955","Serravallian","","13.82","11.62","6592"
"287165","occ","","","27381","Mallotus","genus","54676","Serravallian","","13.82","11.62","6592"
"287166","occ","","","27381","Pinus","genus","55062","Serravallian","","13.82","11.62","6592"
"287167","occ","","","27381","Alnus","genus","54588","Serravallian","","13.82","11.62","6592"
"287169","occ","","","27381","Abies","genus","55065","Serravallian","","13.82","11.62","6592"
"287170","occ","","","27381","Vitis","genus","157350","Serravallian","","13.82","11.62","6592"
"287171","occ","","","27381","Vitis","genus","157350","Serravallian","","13.82","11.62","6592"
"287173","occ","","","27381","Fagus","genus","55969","Serravallian","","13.82","11.62","6592"
"287175","occ","","","27381","Crataegus","genus","157341","Serravallian","","13.82","11.62","6592"
"287178","occ","","F","27381","Symplocos","genus","319964","Serravallian","","13.82","11.62","6592"
"287179","occ","","","27381","Rhamnus","genus","54702","Serravallian","","13.82","11.62","6592"
"287180","occ","","","27381","Quercus","genus","54594","Serravallian","","13.82","11.62","6592"
"287181","occ","","","27381","Decodon","genus","198879","Serravallian","","13.82","11.62","6592"
"287185","occ","","","27381","Betula","genus","55294","Serravallian","","13.82","11.62","6592"
"287192","occ","","","27381","Ampelopsis","genus","55498","Serravallian","","13.82","11.62","6592"
"287193","occ","","","27381","Nyssa disseminata","species","263333","Serravallian","","13.82","11.62","6592"
"287194","occ","","","27381","Cinnamomum","genus","54617","Serravallian","","13.82","11.62","6592"
"287196","occ","","","27381","Acalypha","genus","54674","Serravallian","","13.82","11.62","6592"
"287199","occ","","","27381","Ficus","genus","53873","Serravallian","","13.82","11.62","6592"
"287201","occ","","","27381","Magnolia","genus","54614","Serravallian","","13.82","11.62","6592"
"287203","occ","","","27381","Toddalia","genus","264325","Serravallian","","13.82","11.62","6592"
"287206","occ","","","27381","Nyssa","genus","54715","Serravallian","","13.82","11.62","6592"
"287207","occ","","","27381","Sparganium","genus","55259","Serravallian","","13.82","11.62","6592"
"287209","occ","","","27381","Potamogeton","genus","83632","Serravallian","","13.82","11.62","6592"
"287212","occ","","","27381","Alisma","genus","83635","Serravallian","","13.82","11.62","6592"
"287213","occ","","","27381","Selaginella","genus","282557","Serravallian","","13.82","11.62","6592"
"287214","occ","","","27381","Salvinia","genus","55250","Serravallian","","13.82","11.62","6592"
"287215","occ","","","27381","Sassafras","genus","157337","Serravallian","","13.82","11.62","6592"
"287218","occ","","","27381","Sparganium","genus","55259","Serravallian","","13.82","11.62","6592"
"287221","occ","","","27381","Marsilea","genus","198705","Serravallian","","13.82","11.62","6592"
"287223","occ","","","27381","Liquidambar","genus","54637","Serravallian","","13.82","11.62","6592"
"287505","occ","","F","27437","Densoisporites","genus","264482","Buntsandstein","","265","252.3","7261"
"287506","occ","","F","27437","Densoisporites","genus","264482","Buntsandstein","","265","252.3","7261"
"287509","occ","","F","27437","Laevigatosporites vulgaris","species","252493","Buntsandstein","","265","252.3","7261"
"287517","occ","","F","27439","Densoisporites","genus","264482","Buntsandstein","","265","252.3","7261"
"287518","occ","","F","27439","Densoisporites","genus","264482","Buntsandstein","","265","252.3","7261"
"287520","occ","","","27439","Kraeuselisporites","genus","340585","Buntsandstein","","265","252.3","7261"
"287540","occ","","","27346","Klausipollenites","genus","340630","Buntsandstein","","265","252.3","7261"
"287541","occ","","F","27346","Laevigatosporites vulgaris","species","252493","Buntsandstein","","265","252.3","7261"
"287544","occ","","","27346","Kraeuselisporites","genus","340585","Buntsandstein","","265","252.3","7261"
"287547","occ","","F","27346","Densoisporites","genus","264482","Buntsandstein","","265","252.3","7261"
"287550","occ","","","27346","Kraeuselisporites","genus","340585","Buntsandstein","","265","252.3","7261"
"287551","occ","","F","27346","Densoisporites","genus","264482","Buntsandstein","","265","252.3","7261"
"287691","occ","","","18320","Potamogeton","genus","83632","Late Hemphillian","Blancan","10.3","1.8","6086"
"287692","occ","","","18320","Poaceae","family","53546","Late Hemphillian","Blancan","10.3","1.8","6086"
"287694","occ","","","18320","Cyperus","genus","134690","Late Hemphillian","Blancan","10.3","1.8","6086"
"287696","occ","","","18320","Populus","genus","55955","Late Hemphillian","Blancan","10.3","1.8","6086"
"287697","occ","","","18320","Salix","genus","54580","Late Hemphillian","Blancan","10.3","1.8","6086"
"287698","occ","","","18320","Comptonia","genus","95862","Late Hemphillian","Blancan","10.3","1.8","6086"
"287699","occ","","","18320","Carya","genus","54583","Late Hemphillian","Blancan","10.3","1.8","6086"
"287700","occ","","","18320","Fagus","genus","55969","Late Hemphillian","Blancan","10.3","1.8","6086"
"287701","occ","","","18320","Caryophyllales","order","54896","Late Hemphillian","Blancan","10.3","1.8","6086"
"287702","occ","","F","18320","Rumex","genus","320020","Late Hemphillian","Blancan","10.3","1.8","6086"
"287703","occ","","F","18320","Polygonum","genus","319859","Late Hemphillian","Blancan","10.3","1.8","6086"
"287705","occ","","","18320","Platanus","genus","53335","Late Hemphillian","Blancan","10.3","1.8","6086"
"287707","occ","","","18320","Acer","genus","54688","Late Hemphillian","Blancan","10.3","1.8","6086"
"287709","occ","","","18320","Vitis","genus","157350","Late Hemphillian","Blancan","10.3","1.8","6086"
"287710","occ","","","18320","Lyonia","genus","124735","Late Hemphillian","Blancan","10.3","1.8","6086"
"287711","occ","","","18320","Boraginaceae","family","55752","Late Hemphillian","Blancan","10.3","1.8","6086"
"287713","occ","","","18320","Compositae","family","54741","Late Hemphillian","Blancan","10.3","1.8","6086"
"287930","occ","","","27486","Equisetales","order","55865","Roadian","Capitanian","272.3","259.9","4327"
"287931","occ","","","27475","Plantae","kingdom","54311","Roadian","Wordian","272.3","265.1","4327"
"288130","occ","","","27314","Quercus","genus","54594","Early Campanian","","83.5","70.6","7503"
"288133","occ","","","27314","Platanites marginata","species","337679","Early Campanian","","83.5","70.6","7503"
"288134","occ","","","27314","Trochodendroides","genus","55340","Early Campanian","","83.5","70.6","7503"
"288136","occ","","F","27314","Paranymphaea","genus","55302","Early Campanian","","83.5","70.6","7503"
"288137","occ","","","27314","Protophyllum","genus","55314","Early Campanian","","83.5","70.6","7503"
"288139","occ","","","27314","Cinnamomum","genus","54617","Early Campanian","","83.5","70.6","7503"
"288140","occ","","","27314","Sabalites","genus","54574","Early Campanian","","83.5","70.6","7503"
"288141","occ","","F","27314","Brachyphyllum","genus","56328","Early Campanian","","83.5","70.6","7503"
"288143","occ","","F","27314","Araucarites","genus","56321","Early Campanian","","83.5","70.6","7503"
"288147","occ","","F","27315","Dryophyllum","genus","55983","Early Campanian","","83.5","70.6","7503"
"288148","occ","","","27315","Platanites marginata","species","337679","Early Campanian","","83.5","70.6","7503"
"288149","occ","","","27315","Hamamelidales","order","53336","Early Campanian","","83.5","70.6","7503"
"288151","occ","","","27315","Platanaceae","family","52917","Early Campanian","","83.5","70.6","7503"
"288152","occ","","","27315","Magnoliopsida","class","55217","Early Campanian","","83.5","70.6","7503"
"288153","occ","","","27315","Magnoliopsida","class","55217","Early Campanian","","83.5","70.6","7503"
"288154","occ","","","27315","Protophyllum","genus","55314","Early Campanian","","83.5","70.6","7503"
"288156","occ","","","27315","Platanus","genus","53335","Early Campanian","","83.5","70.6","7503"
"288157","occ","","","27315","Cinnamomum","genus","54617","Early Campanian","","83.5","70.6","7503"
"288158","occ","","","27315","Crassidenticulum","genus","56277","Early Campanian","","83.5","70.6","7503"
"288159","occ","","F","27315","Brachyphyllum","genus","56328","Early Campanian","","83.5","70.6","7503"
"288164","occ","","F","27357","Dryophyllum","genus","55983","Early Campanian","","83.5","70.6","7503"
"288165","occ","","","27357","Platanites marginata","species","337679","Early Campanian","","83.5","70.6","7503"
"288166","occ","","","27357","Trochodendroides","genus","55340","Early Campanian","","83.5","70.6","7503"
"288169","occ","","","27357","Protophyllum","genus","55314","Early Campanian","","83.5","70.6","7503"
"288170","occ","","","27357","Platanus","genus","53335","Early Campanian","","83.5","70.6","7503"
"288171","occ","","","27357","Hamamelidales","order","53336","Early Campanian","","83.5","70.6","7503"
"288172","occ","","","27357","Persea","genus","54628","Early Campanian","","83.5","70.6","7503"
"288176","occ","","","27359","Quercus","genus","54594","Early Campanian","","83.5","70.6","7503"
